1,2
0.1767,0.17484
0.17715,0.17561
0.17761,0.17521
0.17704,0.1758
0.17696,0.17876
0.17595,0.17951
0.17598,0.17982
0.17688,0.17933
0.17753,0.18075
0.17832,0.18099
0.17946,0.17945
0.17876,0.17904
0.17905,0.17781
0.17992,0.17798
0.18051,0.17834
0.18101,0.17838
0.1814,0.17782
0.1811,0.17699
0.18067,0.1769
0.17793,0.1738
0.17567,0.17109
0.17592,0.1709
0.17658,0.17003
0.17626,0.17136
0.17749,0.1726
0.17958,0.17531
0.18246,0.17838
0.18554,0.18219
0.19028,0.18708
0.19544,0.19266
0.20204,0.19944
0.20833,0.20676
0.20953,0.21062
0.2141,0.21532
0.22313,0.22643
0.23346,0.23779
0.245,0.25135
0.25881,0.26596
0.27184,0.28068
0.27748,0.28519
0.28944,0.29324
0.30713,0.3094
0.32362,0.32523
0.33898,0.33928
0.35232,0.35233
0.36206,0.36311
0.36274,0.36512
0.36872,0.37175
0.37566,0.37942
0.38211,0.38642
0.3875,0.39312
0.3919,0.39892
0.39284,0.39997
0.38996,0.39659
0.39148,0.39844
0.39346,0.4007
0.39436,0.40121
0.39528,0.40174
0.39577,0.40285
0.39596,0.40308
0.3972,0.4028
0.39717,0.40322
0.39734,0.40377
0.39846,0.4037
0.40011,0.40411
0.40099,0.40485
0.40222,0.40476
0.40489,0.40577
0.40715,0.40712
0.40956,0.40864
0.41156,0.40961
0.41308,0.41137
0.41592,0.41286
0.4182,0.4145
0.41991,0.41488
0.4224,0.41609
0.42408,0.41699
0.42698,0.41776
0.42978,0.41839
0.43036,0.4179
0.43207,0.41746
0.4353,0.41711
0.43862,0.41612
0.44107,0.41527
0.44219,0.41314
0.44213,0.41299
0.44326,0.41308
0.44322,0.41225
0.44277,0.40998
0.4431,0.40903
0.44215,0.40723
0.44072,0.4055
0.4401,0.40439
0.44007,0.4028
0.4391,0.40174
0.43762,0.40062
0.4376,0.40079
0.43568,0.40209
0.43367,0.40161
0.44818,0.41663
0.46221,0.43053
0.45884,0.42684
0.45391,0.42215
0.44728,0.41561
0.43879,0.40958
0.42648,0.40099
0.40575,0.38348
0.38906,0.36937
0.37375,0.35652
0.36001,0.34243
0.34624,0.32823
0.33182,0.31365
0.31508,0.2973
0.29915,0.27851
0.28414,0.26012
0.26816,0.24407
0.2549,0.23065
0.24036,0.21959
0.23036,0.211
0.21536,0.1963
0.20131,0.18224
0.19172,0.17437
0.18233,0.1665
0.1734,0.15981
0.16564,0.15383
0.15984,0.15033
0.16216,0.15623
0.15837,0.15401
0.15444,0.14893
0.15093,0.1446
0.14846,0.14216
0.14526,0.1414
0.14305,0.13781
0.1413,0.13534
0.14117,0.13534
0.1418,0.13604
0.14331,0.13662
0.14355,0.13789
0.14431,0.13858
0.14302,0.1387
0.14276,0.13835
0.14332,0.1389
0.1445,0.14093
0.14628,0.1415
0.14679,0.1421
0.14657,0.14253
0.14641,0.14182
0.14622,0.14289
0.14624,0.14357
0.14633,0.14559
