1,1,1,1,1,2,2,2,2,2
0.073492,0.12935,0.047761,-0.0088943,0.090488,0.093498,0.14825,0.064285,0.0050905,0.10491
0.052441,0.12633,0.07339,-0.015049,0.074486,0.071332,0.14538,0.086469,-0.002803,0.092536
0.029767,0.11644,0.095752,-0.014073,0.055077,0.045783,0.13348,0.10641,-0.0031718,0.074286
0.004938,0.10845,0.10845,-0.0014763,0.035643,0.020775,0.12233,0.12158,0.0089199,0.051636
-0.0053656,0.10289,0.12183,0.020848,0.012863,0.0076914,0.118,0.13709,0.031396,0.026062
-0.0067609,0.080651,0.12923,0.041288,-0.0057507,0.0070571,0.099421,0.14774,0.056644,0.0082066
-0.0036089,0.058259,0.12815,0.065447,-0.014268,0.0095666,0.078405,0.14704,0.080546,-0.0012976
0.010939,0.037243,0.11965,0.090512,-0.014707,0.019984,0.053709,0.13755,0.10071,-0.003488
0.033016,0.012162,0.10983,0.10427,-0.006938,0.039927,0.02801,0.12442,0.11708,0.0033561
0.056996,-0.0045317,0.10642,0.11823,0.01372,0.06701,0.0091006,0.1209,0.13265,0.024036
0.067316,-0.0066704,0.087785,0.12824,0.035527,0.082794,0.0071523,0.10527,0.14588,0.04926
0.078782,-0.0053696,0.06451,0.12909,0.057516,0.091943,0.0084843,0.085144,0.14777,0.073892
0.1005,0.005587,0.044228,0.12266,0.083885,0.11137,0.015709,0.061612,0.14146,0.094499
0.11742,0.025634,0.019563,0.11216,0.10068,0.12876,0.032652,0.035293,0.12773,0.11295
0.12716,0.05007,-0.001834,0.10778,0.11414,0.14033,0.058853,0.012647,0.12177,0.12788
0.12788,0.066632,-0.0061736,0.095098,0.12613,0.14211,0.080379,0.0075328,0.11141,0.14261
0.12062,0.072899,-0.006238,0.071178,0.12931,0.13529,0.08789,0.0075328,0.091477,0.14821
0.1085,0.094122,0.00076285,0.05052,0.12554,0.12114,0.10525,0.012367,0.068931,0.14458
0.09203,0.11342,0.018694,0.027165,0.11524,0.1048,0.12424,0.026438,0.043136,0.13207
0.071725,0.12514,0.043111,0.0029048,0.10828,0.086667,0.13793,0.050821,0.018379,0.12196
0.050606,0.1283,0.063892,-0.0055647,0.10127,0.067333,0.14196,0.075926,0.0076914,0.11665
0.031675,0.1236,0.068929,-0.0067008,0.078256,0.045112,0.13876,0.085119,0.0070888,0.09747
0.015996,0.1127,0.087891,-0.0027527,0.056283,0.024894,0.12569,0.099259,0.010089,0.076069
0.010694,0.097136,0.10841,0.012769,0.034805,0.021156,0.10973,0.11908,0.021484,0.05107
0.0026281,0.078303,0.12207,0.035575,0.0096848,0.013582,0.092379,0.13433,0.042587,0.02559
0.00040975,0.056571,0.12826,0.059068,-0.0049674,0.010734,0.073339,0.14174,0.069558,0.008396
0.0089839,0.03741,0.12607,0.067316,-0.0067457,0.017717,0.051978,0.14103,0.083345,0.0070888
0.026486,0.01927,0.11636,0.081154,-0.0048943,0.032973,0.029317,0.12996,0.093585,0.0088014
0.046825,0.012764,0.1021,0.10261,0.0073247,0.053494,0.022352,0.11466,0.11338,0.017059
0.05218,0.0046387,0.08452,0.11859,0.028046,0.065468,0.015702,0.097866,0.13017,0.034959
0.07112,-0.00027348,0.06288,0.1276,0.052383,0.083211,0.010338,0.079056,0.14087,0.061531
0.095661,0.0058725,0.043072,0.12759,0.067088,0.10303,0.015209,0.058776,0.14205,0.081438
0.11341,0.020232,0.023927,0.11957,0.074654,0.12186,0.027316,0.035802,0.13397,0.089095
0.12588,0.041784,0.013886,0.10697,0.096178,0.13708,0.047584,0.022352,0.11956,0.10725
0.13565,0.050768,0.0073794,0.090236,0.11491,0.14793,0.06263,0.018432,0.10312,0.12585
0.1462,0.063889,0.00040196,0.069514,0.12593,0.15903,0.076899,0.011196,0.084749,0.13887
0.14245,0.088561,0.0031936,0.048678,0.12824,0.15692,0.09705,0.012986,0.065253,0.14203
0.13099,0.10875,0.014665,0.029764,0.12264,0.14499,0.11637,0.022471,0.042822,0.13772
0.11454,0.12271,0.035095,0.015213,0.11136,0.12816,0.13324,0.040924,0.023877,0.12421
0.09311,0.13263,0.050493,0.0099016,0.09548,0.10872,0.14484,0.059758,0.020573,0.10808
0.071312,0.1436,0.057421,0.0020114,0.07612,0.090339,0.15562,0.071341,0.012928,0.0905
0.065881,0.14513,0.080854,0.00093941,0.054553,0.079026,0.15982,0.091025,0.011145,0.071374
0.048813,0.13507,0.10388,0.010218,0.035499,0.061749,0.14905,0.11084,0.018723,0.049692
0.031264,0.11973,0.11908,0.028623,0.018025,0.043203,0.13351,0.12875,0.034933,0.027614
0.02492,0.1001,0.12979,0.048078,0.012205,0.036601,0.11457,0.14165,0.055249,0.022126
0.0296,0.07659,0.14001,0.053128,0.0038614,0.038926,0.095509,0.15218,0.06672,0.014888
0.040813,0.067367,0.14687,0.073536,-0.0001967,0.050574,0.081897,0.16085,0.085216,0.01033
0.044046,0.054911,0.13852,0.097859,0.0068375,0.055559,0.067912,0.15256,0.10501,0.015997
0.053229,0.0356,0.1247,0.11491,0.022264,0.065733,0.048197,0.13868,0.12365,0.029128
0.072805,0.02612,0.10669,0.12687,0.043678,0.087153,0.037369,0.12047,0.13826,0.049661
0.098557,0.026601,0.083698,0.1367,0.051004,0.11005,0.036914,0.10135,0.14898,0.063515
0.12089,0.037896,0.067632,0.14669,0.066293,0.13264,0.04663,0.08476,0.15982,0.07896
0.13578,0.043728,0.060765,0.1415,0.091012,0.14888,0.055559,0.07331,0.15585,0.099053
0.13826,0.048656,0.041136,0.12949,0.11033,0.1544,0.060422,0.053937,0.14351,0.1182
0.13458,0.066137,0.027557,0.11268,0.12381,0.15037,0.080607,0.038919,0.12628,0.13459
0.12672,0.090862,0.02493,0.090781,0.13361,0.1419,0.10326,0.036073,0.10685,0.14586
0.11425,0.11514,0.034209,0.070018,0.14463,0.12866,0.12626,0.042934,0.088803,0.15683
0.09579,0.13224,0.043238,0.06489,0.14428,0.11156,0.14441,0.05437,0.077756,0.15901
0.072571,0.13837,0.04561,0.046892,0.13378,0.092267,0.15425,0.057001,0.059796,0.14776
0.053184,0.13643,0.060559,0.030116,0.11807,0.073348,0.15242,0.07431,0.041877,0.13177
0.034556,0.1293,0.082764,0.024685,0.097768,0.050257,0.14463,0.096304,0.036345,0.11258
