1,2
-49.5,-51
-49.5,-51
-49.5,-51
-50,-51
-50,-51
-50,-51
-50,-51
-50,-51
-50,-51
-50,-51
-50,-51.5
-50,-51.5
-50,-51.5
-50,-51.5
-50,-51.5
-50,-51.5
-50,-51
-50,-51
-50,-51
-50,-51
-50,-51
-50,-51
-49.5,-51
-50,-51
-50,-50.5
-50,-50.5
-50,-50.5
-50,-50.5
-50,-50.5
-50,-50.5
-50,-50.5
-50,-50.5
-50,-50.5
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-49.5
-50,-49.5
-50,-49.5
-50,-49.5
-49.5,-49.5
-49.5,-49.5
-49.5,-49
-49.5,-49
-49.5,-49
-49.5,-49
-49.5,-49
-49,-48.5
-49,-48.5
-49,-48.5
-49,-48.5
-48.5,-48
-48,-47.5
-48,-47.5
-48,-47.5
-48,-47.5
-47.5,-47.5
-47.5,-47.5
-48,-48
-47.5,-47.5
-47.5,-47.5
-47.5,-47.5
-47.5,-47.5
-47.5,-47.5
-47,-47
-47,-47
-47,-47.5
-47,-47.5
-47,-47.5
-47,-47.5
-47,-47.5
-47,-47.5
-47,-47.5
-47,-47.5
-47,-47.5
-47,-47.5
-47,-48
-47,-48
-47,-48
-47,-48
-47,-48
-47,-48
-47,-48
-47,-48.5
-47,-48.5
-47,-48.5
-47,-48.5
-47,-48.5
-47,-48.5
-47.5,-48.5
-47.5,-48.5
-47.5,-48.5
-47.5,-48.5
-47.5,-48.5
-47.5,-48.5
-47.5,-48.5
-47.5,-48.5
-48,-48.5
-48,-49
-47.5,-48.5
-48,-48.5
-48,-49
-48,-49
-48,-49
-48,-49
-48,-49
-48,-49
-48.5,-49
-48.5,-49
-48.5,-49
-48.5,-49
-48.5,-49
-48.5,-49
-48.5,-49
-49,-49
-49,-49
-49,-49
-49,-49
-49,-49
-49,-49
-49,-49.5
-49,-49
-49,-49
-48.5,-49
-48.5,-49
-48.5,-49
-48,-48.5
-48,-48.5
-48,-48.5
-47.5,-48.5
-47.5,-48.5
-47.5,-48.5
-47.5,-49
-47.5,-49
-47.5,-48.5
-47,-48.5
-47,-48.5
-47,-48.5
-46.5,-48
-46.5,-48
-46,-48
-46,-48
-46,-48
-45.5,-47.5
-45.5,-48
-45.5,-47.5
-45.5,-47.5
-45.5,-47.5
