1,1,1,1,1,2,2,2,2,2
6.047,6.1996,0.43104,1.4729,0.32104,5.8457,5.8249,6.2425,0.94755,6.086
6.1527,6.2101,0.2839,1.2059,0.33122,5.9321,5.8765,6.1219,0.69411,5.5581
6.2654,6.2494,0.18654,0.98723,6.0005,6.0509,5.903,6.0218,0.52524,0.23185
0.13983,6.2433,0.090701,0.95271,1.4926,6.1841,5.9933,5.8799,0.43331,1.5198
0.27619,6.1248,6.2251,0.70897,5.8565,0.039045,5.9578,5.7825,0.22425,1.2927
0.26338,6.0247,6.2085,0.48305,1.3031,0.013457,5.8358,5.8036,0.010132,1.0355
0.28746,6.1157,6.1972,0.32167,1.3097,0.060861,5.9078,5.871,6.1538,0.76372
0.43712,6.2322,6.2432,0.2134,1.0135,0.24222,6.0077,5.8806,6.0534,0.5562
0.61205,0.090608,6.2462,0.1305,0.98965,0.44516,6.1453,5.9657,5.9225,0.48507
0.83651,0.23878,6.1811,6.2511,0.78488,0.69648,6.2804,6.0005,5.8068,0.27623
1.0957,0.28678,6.0251,6.2147,0.54237,0.96467,0.047312,5.8503,5.7837,0.073461
1.2589,0.25593,6.0805,6.1936,0.36554,1.2175,0.014269,5.8816,5.856,6.1889
1.466,0.39502,6.2027,6.2313,0.2425,1.4785,0.18975,5.9703,5.8687,6.0836
1.7613,0.55119,0.041349,6.249,0.15995,1.828,0.37902,6.1056,5.9446,5.9664
2.0521,0.76327,0.19631,6.2196,0.015755,0.77854,0.6152,6.2373,6.012,5.8365
2.3355,1.0234,0.29569,6.0512,6.2139,3.387,0.88427,0.060295,5.8888,5.7734
1.6991,1.2175,0.24543,6.055,6.197,2.651,1.1482,6.2766,5.8526,5.8329
6.0876,1.3874,0.34896,6.1654,6.2155,5.3421,1.3863,0.13791,5.941,5.8756
0.21957,1.6703,0.49888,6.279,6.2502,1.6426,1.7179,0.31713,6.0649,5.9121
0.68737,1.9694,0.6958,0.15457,6.2403,4.7637,1.3727,0.53721,6.1972,6.0017
5.8196,2.2481,0.94209,0.28432,6.104,4.6142,4.4567,0.80734,0.048055,5.9397
4.6538,2.4411,1.1731,0.25558,6.0304,4.9968,2.8416,1.0715,0.0021721,5.8367
4.9491,6.1066,1.322,0.30264,6.1279,5.3637,0.20641,1.3056,0.082105,5.9155
5.7607,0.070377,1.5842,0.4518,6.242,6.159,3.0331,1.617,0.26013,6.0221
0.55755,0.57201,1.8809,0.63272,0.10785,0.93285,5.3189,1.7231,0.46787,6.1583
1.0562,0.12581,2.163,0.86221,0.25342,1.3811,4.4869,5.7643,0.7241,0.013633
1.5081,4.7601,2.4548,1.117,0.27898,1.7851,4.885,2.7255,0.99187,0.036027
1.9165,4.8535,0.56893,1.2728,0.2641,2.1696,5.2521,1.4167,1.2395,0.026943
2.2413,5.4158,6.223,1.4951,0.40931,2.4846,5.8248,4.3374,1.5115,0.20702
2.4484,0.31246,0.42518,1.7914,0.57071,3.173,0.69693,6.1293,1.8406,0.40074
2.2288,0.91587,0.51854,2.0797,0.78704,5.1151,1.2574,4.435,0.55284,0.64203
2.3898,1.3763,5.0771,2.365,1.049,5.813,1.6665,4.7704,3.0833,0.91034
2.293,1.8021,4.7645,1.4169,1.2311,6.0965,2.0575,5.1426,2.3831,1.1723
0.44206,2.1485,5.1552,6.1159,1.4121,0.10128,2.397,5.5719,5.1099,1.4159
5.1353,2.4377,6.2755,0.27344,1.7008,5.48,2.8034,0.383,1.1765,1.7528
1.194,2.2787,0.77489,0.68318,1.997,3.9037,4.5754,1.1328,4.6389,1.2023
5.1765,2.3118,1.2413,5.6151,2.277,4.6894,5.7248,1.5456,4.6532,4.0737
4.9522,2.5025,1.6797,4.6652,2.2632,5.2801,6.0108,1.9404,5.0336,2.8803
5.159,1.0191,2.0528,4.9855,6.031,5.4995,0.015503,2.3058,5.402,6.032
5.3553,5.6868,2.3718,5.8914,0.11804,5.7236,6.027,2.6022,0.0045754,2.5709
5.5689,2.574,2.37,0.62247,0.61973,5.9211,4.0962,3.9267,0.99398,5.1037
5.7462,5.5254,2.2427,1.1028,6.2286,6.0752,4.3795,5.5764,1.4224,4.531
5.8421,4.8913,2.4935,1.5514,4.7013,6.1914,5.1896,5.9257,1.8241,4.9225
5.9262,5.0976,1.6716,1.9522,4.8831,6.2731,5.4285,6.2119,2.2051,5.2888
6.0703,5.2969,6.1443,2.2723,5.5229,0.072657,5.6617,0.054982,2.5138,5.9275
6.1952,5.5069,4.0502,2.4397,0.40254,0.10126,5.8677,4.5683,3.3336,0.78432
6.2655,5.6917,5.9192,2.2239,0.96272,0.13739,6.0232,4.0939,5.2587,1.2986
0.033538,5.8296,4.9223,2.4152,1.4205,0.121,6.1727,5.0243,5.8412,1.7062
6.2702,5.8897,5.0353,2.1745,1.8414,6.2654,6.2421,5.3628,6.1253,2.0958
6.107,6.0262,5.2387,0.29993,2.1794,6.0535,0.054205,5.5948,0.1292,2.4262
5.9121,6.1634,5.442,4.8971,2.4474,5.8064,0.094954,5.8084,5.2456,2.9079
5.604,6.2505,5.6396,0.75538,2.2554,5.4863,0.12799,5.981,3.907,4.7735
5.1626,0.016887,5.8026,5.0901,2.3389,5.0315,0.13224,6.1362,4.7849,5.7549
4.667,0.021732,5.8629,4.973,2.457,5.907,0.042861,6.214,5.3014,6.0393
3.9869,6.1614,5.9834,5.1792,0.80165,1.1275,6.1113,0.032085,5.5233,0.044436
3.5932,5.9702,6.1262,5.3761,5.5302,2.2434,5.8941,0.087727,5.7443,5.8707
0.49378,5.7209,6.2315,5.5878,2.1033,3.4053,5.5943,0.11418,5.9376,3.9983
1.556,5.3008,6.2828,5.7623,5.3941,0.19816,5.1809,0.14062,6.0918,4.4828
1.0405,4.8178,0.038834,5.8457,4.9114,0.66649,5.3729,0.087597,6.1967,5.2281
0.52295,4.2446,6.2112,5.9405,5.1182,0.047307,0.77833,6.176,0.00061098,5.4522
0.04319,3.2655,6.0288,6.085,5.3161,5.74,1.971,5.9684,0.07727,5.6823
6.0554,5.9536,5.8164,6.205,5.528,5.2551,2.903,5.6875,0.10418,5.8862
5.6848,1.495,5.4328,6.2697,5.71,1.5196,5.4912,5.3192,0.13919,6.0394
5.3822,1.2001,4.9686,0.037248,5.8349,2.1532,0.868,5.076,0.11507,6.1809
5.0991,0.67799,4.4533,6.2564,5.9008,5.6734,0.22195,0.36456,6.2435,6.2523
1.4158,0.16691,3.5797,6.088,6.0405,0.37605,5.9257,1.5715,6.0333,0.061124
2.4499,6.1273,4.7605,5.8909,6.1749,0.033898,5.3749,2.5834,5.7766,0.096646
5.6919,5.807,1.2074,5.562,6.2558,6.0022,0.71196,4.3448,5.447,0.13179
0.45492,5.461,1.3622,5.1152,0.022805,5.6168,1.471,0.99072,5.0049,0.12893
0.095105,5.1926,0.83222,4.6167,0.011877,5.3672,4.8447,0.40575,6.1119,0.024112
6.0271,0.58472,0.31438,3.8901,6.1437,5.1218,0.38251,6.1054,1.2295,6.0917
2.3311,1.5404,6.2008,3.8396,5.9508,5.283,0.12962,5.5154,2.3191,5.8659
4.9468,5.1457,5.9208,0.6915,5.6844,0.80651,6.1052,6.1845,3.6,5.5599
4.788,0.36385,5.5475,1.526,5.2555,1.0163,5.7301,1.5029,0.47575,5.1329
0.14186,0.21538,5.2802,0.98815,4.7675,0.52534,5.4277,3.569,0.59962,5.524
0.72982,6.1207,6.0416,0.4708,4.1642,0.19839,5.2038,0.12784,6.2742,0.9019
0.37054,1.0956,1.4639,0.0075831,3.2677,6.1702,5.0381,0.23783,5.6814,2.083
0.11651,4.5206,3.9536,6.0263,0.021611,5.8315,0.26897,6.1965,5.3709,3.0431
6.1798,4.9671,0.074612,5.6473,1.5405,5.6511,1.1762,5.854,1.6325,5.8475
5.8813,5.6309,0.33053,5.3564,1.1465,5.4135,0.64303,5.4922,2.4626,0.80067
5.5499,0.8311,6.2262,5.2201,0.62654,5.0896,0.30195,5.2783,5.8993,0.16277
5.4662,0.4717,0.09182,1.5416,0.12285,5.0051,6.2576,5.0013,0.34353,5.8621
5.4132,0.18307,3.8683,2.7946,6.1033,4.9672,5.9408,5.9423,0.0036264,5.335
5.4136,6.2484,5.1143,5.874,5.7672,4.9864,5.6766,1.174,5.9664,0.98152
5.4483,5.9881,4.862,0.44124,5.4345,5.0893,5.5143,0.7876,5.5821,1.6233
5.4776,5.6226,0.9266,0.055969,5.1614,5.1129,5.1677,0.39968,5.3461,5.1663
5.485,5.4832,0.58085,5.9964,0.8612,5.1387,5.0143,0.066629,5.094,0.40937
5.5913,5.4253,0.25535,2.7944,1.8228,5.2396,4.976,6.0531,5.4109,0.096155
5.7282,5.4044,0.034316,5.0317,5.3277,5.3555,4.969,5.7169,0.93746,6.0724
5.8915,5.4427,6.0799,4.7282,0.41623,5.5252,5.0591,5.5898,0.95911,5.6908
6.0843,5.4697,5.7247,0.41218,0.1756,5.6925,5.1172,5.2669,0.49057,5.4072
6.2104,5.4813,5.5003,0.69221,6.0885,5.8599,5.1235,5.0327,0.1645,5.1775
0.036412,5.5461,5.4411,0.34116,1.4817,5.9538,5.2023,4.9873,6.1416,5.0966
0.2247,5.6874,5.4041,0.095589,4.6911,6.1535,5.3188,4.9651,5.7991,0.47226
0.41662,5.8365,5.4316,6.1572,4.9077,0.11167,5.4703,5.0245,5.6399,1.1248
0.62888,6.0288,5.4601,5.8421,5.8928,0.38678,5.6455,5.1163,5.3769,0.60156
0.88325,6.1825,5.4813,5.5324,0.79926,0.64963,5.8129,5.1115,5.0703,0.26711
0.85976,6.2775,5.5109,5.4599,0.43581,1.0882,5.9235,5.1698,5.0011,6.2281
6.1602,0.16735,5.6472,5.4105,0.16025,2.2062,6.0844,5.2868,4.9658,5.9024
6.0707,0.35699,5.7876,5.4175,6.2254,1.9426,0.035183,5.416,4.9944,5.6681
6.1861,0.56255,5.9695,5.4506,5.9542,0.1257,0.30436,5.5955,5.0992,5.4835
4.3208,0.8028,6.147,5.4795,5.595,4.6455,0.56668,5.7567,5.1102,5.1383
3.8295,0.98736,6.2465,5.4892,5.4778,3.2537,0.89231,5.906,5.1452,5.0112
4.1029,0.16413,0.10679,5.6064,5.4206,0.52787,1.8536,6.0186,5.2524,4.9728
4.0595,5.9843,0.29951,5.7418,5.4071,4.2616,2.3465,6.2462,5.3688,4.9735
3.6024,6.2676,0.49928,5.9106,5.4445,4.3443,0.59069,0.2204,5.5432,5.0695
0.86296,5.0002,0.72473,6.1027,5.4725,4.7473,5.2582,0.48788,5.708,5.1164
4.9922,3.7399,0.99077,6.218,5.4811,5.1794,3.6548,0.77491,5.8735,5.1281
5.4405,4.0343,0.49701,0.052697,5.5612,5.6167,1.7777,1.4815,5.9673,5.2144
5.8929,4.1046,5.9766,0.24331,5.701,6.0585,4.4156,2.4765,6.1766,5.3305
0.6791,3.9105,6.1809,0.437,5.8542,0.82222,4.2599,1.1359,0.13813,5.4886
1.5911,2.1235,5.6806,0.65196,6.0476,1.712,4.6122,5.7939,0.41163,5.6614
2.0215,4.9683,3.8185,0.91027,6.1926,2.1258,5.0654,4.0505,0.68047,5.8296
2.4568,5.3077,3.9429,0.78963,0.0069711,1.0834,5.4785,2.4884,1.1727,5.932
0.34615,5.7307,4.1335,6.0935,0.18697,5.6412,5.9008,5.2814,2.3057,6.1073
6.249,0.29254,4.0317,6.0981,0.37662,3.2028,0.44827,4.2255,1.7592,0.060197
4.7378,1.4087,2.8688,6.1023,0.58417,5.4079,1.5298,4.4974,6.2546,0.33236
3.6609,1.8845,5.6983,4.1527,0.82951,1.2115,2.0175,4.9309,4.466,0.59352
2.6203,2.3368,5.173,3.8579,0.95862,4.6771,1.6237,5.3407,3.094,0.94804
5.6694,1.1743,5.6044,4.1171,0.053163,4.4636,6.1487,5.7884,0.11667,1.9802
4.4697,6.2252,6.2328,4.0445,6.0145,4.7379,4.303,0.10754,4.2432,2.2363
4.682,5.4113,1.1467,3.4582,6.2688,4.9699,0.022816,1.2743,4.3836,0.43534
