1,1,1
4.0301,5.8024,1.882
4.1074,5.5387,1.4853
4.1846,5.2528,1.0885
4.2618,4.9668,0.69183
4.4269,4.6809,0.29512
4.7679,4.392,6.2408
4.9465,4.0827,6.0216
4.8003,4.0301,5.8024
4.6541,4.1074,5.5387
4.5079,4.1846,5.2528
4.3617,4.2618,4.9668
4.4598,4.4269,4.6809
4.6801,4.7679,4.392
5.003,4.9465,4.0827
5.5312,4.8003,4.0301
6.0594,4.6541,4.1074
0.30445,4.5079,4.1846
0.83267,4.3617,4.2618
1.0826,4.4598,4.4269
1.1965,4.6801,4.7679
1.3326,5.003,4.9465
1.4719,5.5312,4.8003
1.6113,6.0594,4.6541
1.7506,0.30445,4.5079
1.9037,0.83267,4.3617
2.0637,1.0826,4.4598
2.0677,1.1965,4.6801
1.9938,1.3326,5.003
1.9198,1.4719,5.5312
1.8458,1.6113,6.0594
1.7951,1.7506,0.30445
1.9075,1.9037,0.83267
2.0431,2.0637,1.0826
2.1483,2.0677,1.1965
2.1924,1.9938,1.3326
2.2366,1.9198,1.4719
2.315,1.8458,1.6113
2.462,1.7951,1.7506
2.609,1.9075,1.9037
2.8636,2.0431,2.0637
3.1721,2.1483,2.0677
3.4806,2.1924,1.9938
3.7891,2.2366,1.9198
4.0976,2.315,1.8458
4.3207,2.462,1.7951
4.373,2.609,1.9075
4.3506,2.8636,2.0431
4.179,3.1721,2.1483
4.0075,3.4806,2.1924
3.8359,3.7891,2.2366
3.6508,4.0976,2.315
3.4588,4.3207,2.462
3.29,4.373,2.609
3.1672,4.3506,2.8636
3.0444,4.179,3.1721
2.9215,4.0075,3.4806
2.7841,3.8359,3.7891
2.5446,3.6508,4.0976
2.3094,3.4588,4.3207
2.1119,3.29,4.373
1.9145,3.1672,4.3506
1.717,3.0444,4.179
1.5195,2.9215,4.0075
1.3719,2.7841,3.8359
1.324,2.5446,3.6508
1.0967,2.3094,3.4588
0.7798,2.1119,3.29
0.46287,1.9145,3.1672
0.14595,1.717,3.0444
6.1122,1.5195,2.9215
5.8003,1.3719,2.7841
5.4982,1.324,2.5446
5.2222,1.0967,2.3094
5.1275,0.7798,2.1119
5.0588,0.46287,1.9145
4.99,0.14595,1.717
4.9323,6.1122,1.5195
4.9519,5.8003,1.3719
5.0052,5.4982,1.324
5.2173,5.2222,1.0967
5.4521,5.1275,0.7798
5.6869,5.0588,0.46287
5.9217,4.99,0.14595
6.1388,4.9323,6.1122
6.2317,4.9519,5.8003
0.02363,5.0052,5.4982
6.2762,5.2173,5.2222
6.0341,5.4521,5.1275
5.792,5.6869,5.0588
5.55,5.9217,4.99
5.5497,6.1388,4.9323
5.6703,6.2317,4.9519
5.9147,0.02363,5.0052
0.12341,6.2762,5.2173
0.61535,6.0341,5.4521
1.1073,5.792,5.6869
1.5556,5.55,5.9217
1.6989,5.5497,6.1388
1.8203,5.6703,6.2317
1.9853,5.9147,0.02363
2.1502,0.12341,6.2762
2.3152,0.61535,6.0341
2.4767,1.1073,5.792
2.614,1.5556,5.55
2.6076,1.6989,5.5497
2.5309,1.8203,5.6703
2.4543,1.9853,5.9147
2.3777,2.1502,0.12341
2.3011,2.3152,0.61535
2.292,2.4767,1.1073
2.4176,2.614,1.5556
2.5115,2.6076,1.6989
2.5415,2.5309,1.8203
2.5716,2.4543,1.9853
2.6017,2.3777,2.1502
2.6318,2.3011,2.3152
2.6855,2.292,2.4767
2.7167,2.4176,2.614
2.259,2.5115,2.6076
1.7313,2.5415,2.5309
1.2037,2.5716,2.4543
0.67611,2.6017,2.3777
0.14849,2.6318,2.3011
0.23943,2.6855,2.292
1.5675,2.7167,2.4176
2.2924,2.259,2.5115
1.8111,1.7313,2.5415
1.3298,1.2037,2.5716
0.84843,0.67611,2.6017
0.46927,0.14849,2.6318
0.29746,0.23943,2.6855
0.1468,1.5675,2.7167
6.2823,2.2924,2.259
6.1347,1.8111,1.7313
5.996,1.3298,1.2037
5.92,0.84843,0.67611
5.853,0.46927,0.14849
5.7816,0.29746,0.23943
5.708,0.1468,1.5675
5.6343,6.2823,2.2924
5.5195,6.1347,1.8111
5.3225,5.996,1.3298
5.1255,5.92,0.84843
4.9284,5.853,0.46927
4.7314,5.7816,0.29746
4.5344,5.708,0.1468
4.3765,5.6343,6.2823
4.2971,5.5195,6.1347
4.2176,5.3225,5.996
4.1381,5.1255,5.92
