1,1,1,1,1
-0.10056,-0.076144,-0.067763,-0.063336,-0.060957
-0.10323,-0.085569,-0.069992,-0.063336,-0.061338
-0.12338,-0.094756,-0.069992,-0.065433,-0.061634
-0.14389,-0.10056,-0.071497,-0.066759,-0.063124
-0.15877,-0.10056,-0.079286,-0.068725,-0.063336
-0.16038,-0.10856,-0.088711,-0.069992,-0.063732
-0.16278,-0.13022,-0.09766,-0.069992,-0.066062
-0.18047,-0.15005,-0.10056,-0.073548,-0.067108
-0.18954,-0.16038,-0.10056,-0.082427,-0.06957
-0.1977,-0.16038,-0.11616,-0.091773,-0.069992
-0.20086,-0.1676,-0.13705,-0.099596,-0.070494
-0.20086,-0.18454,-0.15555,-0.10056,-0.076144
-0.20234,-0.19204,-0.16038,-0.10323,-0.085569
-0.20594,-0.19981,-0.16038,-0.12338,-0.094756
-0.20917,-0.20086,-0.17482,-0.14389,-0.10056
-0.20674,-0.20111,-0.18704,-0.15877,-0.10056
-0.20674,-0.20331,-0.19476,-0.16038,-0.10856
-0.20871,-0.20737,-0.20086,-0.16278,-0.13022
-0.20969,-0.20848,-0.20086,-0.18047,-0.15005
-0.20818,-0.20674,-0.2016,-0.18954,-0.16038
-0.20584,-0.20674,-0.20451,-0.1977,-0.16038
-0.20547,-0.20986,-0.2088,-0.20086,-0.1676
-0.20498,-0.20918,-0.20732,-0.20086,-0.18454
-0.20164,-0.20748,-0.20674,-0.20234,-0.19204
-0.20208,-0.20547,-0.20739,-0.20594,-0.19981
-0.20135,-0.20547,-0.21019,-0.20917,-0.20086
-0.19849,-0.20399,-0.20868,-0.20674,-0.20111
-0.19849,-0.20138,-0.20658,-0.20674,-0.20331
-0.19699,-0.20243,-0.20547,-0.20871,-0.20737
-0.19366,-0.19992,-0.20547,-0.20969,-0.20848
-0.19082,-0.19849,-0.20251,-0.20818,-0.20674
-0.18854,-0.19849,-0.20173,-0.20584,-0.20674
-0.18854,-0.19569,-0.20218,-0.20547,-0.20986
-0.18942,-0.19274,-0.19897,-0.20498,-0.20918
-0.19016,-0.18973,-0.19849,-0.20164,-0.20748
-0.18954,-0.18854,-0.19799,-0.20208,-0.20547
-0.18727,-0.18854,-0.19458,-0.20135,-0.20547
-0.18727,-0.18998,-0.19183,-0.19849,-0.20399
-0.18838,-0.1901,-0.18894,-0.19849,-0.20138
-0.18866,-0.18862,-0.18854,-0.19699,-0.20243
-0.1879,-0.18727,-0.18884,-0.19366,-0.19992
-0.1901,-0.18727,-0.19023,-0.19082,-0.19849
-0.19043,-0.18898,-0.19004,-0.18854,-0.19849
-0.19099,-0.18825,-0.18772,-0.18854,-0.19569
-0.19385,-0.18843,-0.18727,-0.18942,-0.19274
-0.19414,-0.19043,-0.18764,-0.19016,-0.18973
-0.19434,-0.19043,-0.18908,-0.18954,-0.18854
-0.19439,-0.1921,-0.18784,-0.18727,-0.18854
-0.19439,-0.19395,-0.18943,-0.18727,-0.18998
-0.19218,-0.19422,-0.19043,-0.18838,-0.1901
-0.19201,-0.19437,-0.19043,-0.18866,-0.18862
-0.19187,-0.19439,-0.19324,-0.1879,-0.18727
-0.18979,-0.19394,-0.19404,-0.1901,-0.18727
-0.18979,-0.1918,-0.19429,-0.19043,-0.18898
-0.1889,-0.19212,-0.19439,-0.19099,-0.18825
-0.1851,-0.19106,-0.19439,-0.19385,-0.18843
-0.17911,-0.18979,-0.19304,-0.19414,-0.19043
-0.17368,-0.18979,-0.19191,-0.19434,-0.19043
-0.17299,-0.188,-0.19223,-0.19439,-0.1921
-0.17257,-0.18311,-0.19022,-0.19439,-0.19395
-0.16536,-0.17709,-0.18979,-0.19218,-0.19422
-0.15006,-0.17299,-0.18949,-0.19201,-0.19437
-0.13313,-0.17299,-0.18673,-0.19187,-0.19439
-0.12722,-0.17173,-0.18111,-0.18979,-0.19394
-0.12581,-0.16026,-0.17505,-0.18979,-0.1918
-0.11438,-0.14469,-0.17299,-0.1889,-0.19212
-0.10032,-0.12919,-0.17299,-0.1851,-0.19106
-0.084281,-0.12722,-0.16918,-0.17911,-0.18979
-0.071201,-0.123,-0.15516,-0.17368,-0.18979
-0.071201,-0.10981,-0.13904,-0.17299,-0.188
-0.066061,-0.095568,-0.12722,-0.17257,-0.18311
-0.050293,-0.077741,-0.12722,-0.16536,-0.17709
-0.034805,-0.071201,-0.11878,-0.15006,-0.17299
-0.026445,-0.071201,-0.10506,-0.13313,-0.17299
-0.026445,-0.060863,-0.090224,-0.12722,-0.17173
-0.024063,-0.04498,-0.073381,-0.12581,-0.16026
-0.020158,-0.030398,-0.071201,-0.11438,-0.14469
-0.01802,-0.026445,-0.069487,-0.10032,-0.12919
-0.017026,-0.026445,-0.055607,-0.084281,-0.12722
-0.01692,-0.022222,-0.039666,-0.071201,-0.123
-0.017078,-0.019396,-0.027763,-0.071201,-0.10981
-0.017804,-0.017555,-0.026445,-0.066061,-0.095568
-0.017615,-0.01692,-0.025651,-0.050293,-0.077741
-0.017288,-0.01692,-0.02092,-0.034805,-0.071201
-0.017236,-0.017394,-0.018634,-0.026445,-0.071201
-0.017209,-0.017741,-0.017237,-0.026445,-0.060863
-0.016855,-0.01752,-0.01692,-0.024063,-0.04498
-0.016189,-0.017236,-0.01692,-0.020158,-0.030398
-0.015755,-0.017236,-0.017689,-0.01802,-0.026445
-0.015649,-0.017156,-0.017678,-0.017026,-0.026445
-0.015649,-0.016633,-0.017394,-0.01692,-0.022222
-0.017996,-0.016005,-0.017236,-0.017078,-0.019396
-0.018302,-0.015684,-0.017236,-0.017804,-0.017555
-0.01857,-0.015649,-0.01703,-0.017615,-0.01692
