1,1,1
2.074,1.0677,0.9146
2.0278,1.0442,0.98128
1.9202,1.2092,1.0859
1.6226,1.7502,1.1126
1.3005,2.1078,1.0922
1.049,2.074,1.0677
0.95695,2.0278,1.0442
0.87413,1.9202,1.2092
0.78519,1.6226,1.7502
0.52341,1.3005,2.1078
0.17676,1.049,2.074
0.0020778,0.95695,2.0278
6.2067,0.87413,1.9202
6.1265,0.78519,1.6226
6.0267,0.52341,1.3005
6.1169,0.17676,1.049
6.2108,0.0020778,0.95695
6.1432,6.2067,0.87413
6.0696,6.1265,0.78519
5.9869,6.0267,0.52341
6.0446,6.1169,0.17676
6.1818,6.2108,0.0020778
6.2466,6.1432,6.2067
6.1647,6.0696,6.1265
6.0787,5.9869,6.0267
6.0152,6.0446,6.1169
5.7504,6.1818,6.2108
5.3623,6.2466,6.1432
5.1644,6.1647,6.0696
5.0933,6.0787,5.9869
5.0288,6.0152,6.0446
5.047,5.7504,6.1818
5.2244,5.3623,6.2466
5.3119,5.1644,6.1647
5.232,5.0933,6.0787
5.1768,5.0288,6.0152
5.1154,5.047,5.7504
5.0076,5.2244,5.3623
4.8828,5.3119,5.1644
4.772,5.232,5.0933
4.6928,5.1768,5.0288
4.6131,5.1154,5.047
4.5429,5.0076,5.2244
4.65,4.8828,5.3119
4.7564,4.772,5.232
4.6817,4.6928,5.1768
4.6045,4.6131,5.1154
4.5297,4.5429,5.0076
4.4738,4.65,4.8828
4.4688,4.7564,4.772
4.4163,4.6817,4.6928
4.2995,4.6045,4.6131
4.2441,4.5297,4.5429
4.1744,4.4738,4.65
4.4543,4.4688,4.7564
5.4908,4.4163,4.6817
1.046,4.2995,4.6045
2.5144,4.2441,4.5297
2.441,4.1744,4.4738
2.3512,4.4543,4.4688
2.3378,5.4908,4.4163
2.3666,1.046,4.2995
2.3436,2.5144,4.2441
2.2489,2.441,4.1744
2.1328,2.3512,4.4543
1.9361,2.3378,5.4908
1.1031,2.3666,1.046
0.17905,2.3436,2.5144
1.8607,2.2489,2.441
2.8112,2.1328,2.3512
2.7378,1.9361,2.3378
2.5776,1.1031,2.3666
2.1451,0.17905,2.3436
1.7167,1.8607,2.2489
1.588,2.8112,2.1328
1.5385,2.7378,1.9361
1.4865,2.5776,1.1031
1.3217,2.1451,0.17905
0.96204,1.7167,1.8607
0.70188,1.588,2.8112
0.63455,1.5385,2.7378
0.55497,1.4865,2.5776
0.46214,1.3217,2.1451
0.47159,0.96204,1.7167
0.54546,0.70188,1.588
0.57937,0.63455,1.5385
0.515,0.55497,1.4865
0.44143,0.46214,1.3217
0.40092,0.47159,0.96204
0.51213,0.54546,0.70188
0.64415,0.57937,0.63455
0.66699,0.515,0.55497
0.61749,0.44143,0.46214
0.56424,0.40092,0.47159
0.46823,0.51213,0.54546
0.12206,0.64415,0.57937
6.0669,0.66699,0.515
6.0086,0.61749,0.44143
5.9456,0.56424,0.40092
5.8742,0.46823,0.51213
5.8668,0.12206,0.64415
6.0954,6.0669,0.66699
6.1184,6.0086,0.61749
6.0549,5.9456,0.56424
5.9997,5.8742,0.46823
5.9812,5.8668,0.12206
5.8738,6.0954,6.0669
5.7126,6.1184,6.0086
5.667,6.0549,5.9456
5.62,5.9997,5.8742
5.5433,5.9812,5.8668
5.53,5.8738,6.0954
5.6233,5.7126,6.1184
5.7307,5.667,6.0549
5.6745,5.62,5.9997
5.5973,5.5433,5.9812
5.5222,5.53,5.8738
5.4622,5.6233,5.7126
5.426,5.7307,5.667
5.393,5.6745,5.62
5.2959,5.5973,5.5433
5.1872,5.5222,5.53
5.0888,5.4622,5.6233
4.9149,5.426,5.7307
4.2255,5.393,5.6745
3.8778,5.2959,5.5973
6.2655,5.1872,5.5222
1.5906,5.0888,5.4622
3.3682,4.9149,5.426
6.0342,4.2255,5.393
6.0589,3.8778,5.2959
6.0263,6.2655,5.1872
0.22936,1.5906,5.0888
1.9819,3.3682,4.9149
2.5018,6.0342,4.2255
2.0877,6.0589,3.8778
1.0382,6.0263,6.2655
1.3191,0.22936,1.5906
3.887,1.9819,3.3682
5.7072,2.5018,6.0342
6.2618,2.0877,6.0589
0.35949,1.0382,6.0263
1.6587,1.3191,0.22936
2.0059,3.887,1.9819
1.8955,5.7072,2.5018
1.8219,6.2618,2.0877
1.7605,0.35949,1.0382
1.4736,1.6587,1.3191
1.0708,2.0059,3.887
0.91203,1.8955,5.7072
