x,y,z
-0.002022344619035721,0,0
0.0008097998797893524,0,0
-0.0003103427588939667,0,0
0.00020531006157398224,0,0
0.0003046169877052307,0,0
0.0011589303612709045,0,0
0.003482617437839508,0,0
0.000769399106502533,0,0
-0.0004626195877790451,0,0
-0.0007056053727865219,0,0
-0.0003273766487836838,0,0
-0.0016148462891578674,0,0
0.0013761911541223526,0,0
-0.0006183944642543793,0,0
0.0029981788247823715,0,0
-0.0041676536202430725,0,0
-0.004038942977786064,0,0
0.0008909441530704498,0,0
-0.00041395798325538635,0,0
-0.002324230968952179,0,0
-0.0002073235809803009,0,0
5.749426782131195e-05,0,0
0.0006608124822378159,0,0
-0.000112118199467659,0,0
-0.0004523303359746933,0,0
0.00018575973808765411,0,0
-0.00025429390370845795,0,0
1.0924413800239563e-05,0,0
-1.307949423789978e-05,0,0
0.00012874044477939606,0,0
-0.0010419506579637527,0,0
-0.0004185028374195099,0,0
0.00011375360190868378,0,0
-0.0005446244031190872,0,0
1.1317431926727295e-05,0,0
-0.0006594602018594742,0,0
0.0002928096801042557,0,0
-0.0002681482583284378,0,0
-0.00011434778571128845,0,0
-0.0006098523736000061,0,0
6.902962923049927e-05,0,0
-8.477084338665009e-05,0,0
-0.00030667707324028015,0,0
-0.0008075088262557983,0,0
-0.0005865562707185745,0,0
-0.0005493834614753723,0,0
-9.183771908283234e-05,0,0
-0.00035333819687366486,0,0
-0.0010518226772546768,0,0
-0.00023510120809078217,0,0
-7.742643356323242e-05,0,0
-0.0002487264573574066,0,0
0.0002222638577222824,0,0
-2.1047890186309814e-05,0,0
-0.000525742769241333,0,0
-0.0006854142993688583,0,0
-0.00021970830857753754,0,0
-0.0001614633947610855,0,0
-0.0006327088922262192,0,0
-0.0008763372898101807,0,0
-0.000426245853304863,0,0
-0.0011772103607654572,0,0
-0.0008072666823863983,0,0
-0.0006090551614761353,0,0
1.996569335460663e-05,0,0
-1.1643394827842712e-05,0,0
7.610395550727844e-05,0,0
-0.0003231186419725418,0,0
-0.0003057420253753662,0,0
9.635835886001587e-05,0,0
-2.7747824788093567e-05,0,0
-0.00014453940093517303,0,0
-0.0008400846272706985,0,0
0.0004996322095394135,0,0
-0.0005033072084188461,0,0
-0.00030016712844371796,0,0
-0.00028167665004730225,0,0
-0.0005590654909610748,0,0
-0.0003529433161020279,0,0
-0.00019171833992004395,0,0
0.00016521476209163666,0,0
-0.0010051131248474121,0,0
-0.0010172780603170395,0,0
-0.15174078941345215,0,0
-0.24211224913597107,0,0
-0.2803735136985779,0,0
-0.25149989128112793,0,0
-0.10557755827903748,0,0
0.0130494125187397,0,0
0.23938755691051483,0,0
0.5456435084342957,0,0
0.11107538640499115,0,0
0.44544684886932373,0,0
0.38753974437713623,0,0
0.3045566976070404,0,0
0.1811630129814148,0,0
-0.0684349313378334,0,0
-0.36512482166290283,0,0
-0.6127622127532959,0,0
-0.45603251457214355,0,0
-0.3350616991519928,0,0
-0.4256556034088135,0,0
-0.26912549138069153,0,0
-0.135023832321167,0,0
0.11258946359157562,0,0
0.42793911695480347,0,0
0.613642692565918,0,0
0.24188369512557983,0,0
0.367077112197876,0,0
0.397197425365448,0,0
0.35085755586624146,0,0
0.24306289851665497,0,0
0.09772801399230957,0,0
-0.16784486174583435,0,0
-0.4199853539466858,0,0
-0.5270346999168396,0,0
-0.39372119307518005,0,0
-0.2141287475824356,0,0
-0.42294859886169434,0,0
-0.4059687554836273,0,0
-0.31004491448402405,0,0
-0.13648346066474915,0,0
0.1634318232536316,0,0
0.527180552482605,0,0
0.5608630776405334,0,0
0.35470452904701233,0,0
0.02568472921848297,0,0
0.33800461888313293,0,0
0.3771352767944336,0,0
0.33355534076690674,0,0
0.22930908203125,0,0
0.05471671372652054,0,0
-0.22145338356494904,0,0
-0.3615112006664276,0,0
-0.5044553279876709,0,0
-0.4362305998802185,0,0
-0.004682965576648712,0,0
-0.27564018964767456,0,0
-0.5206325650215149,0,0
-0.429210901260376,0,0
-0.1586357057094574,0,0
0.034424327313899994,0,0
0.3850720226764679,0,0
0.39617082476615906,0,0
0.4356885552406311,0,0
0.3766958713531494,0,0
0.2416505515575409,0,0
0.29433268308639526,0,0
0.3357789218425751,0,0
0.2981474995613098,0,0
0.18654759228229523,0,0
0.014310434460639954,0,0
-0.23114386200904846,0,0
-0.40993809700012207,0,0
-0.47824522852897644,0,0
-0.41490158438682556,0,0
-0.07743561267852783,0,0
-0.290607213973999,0,0
-0.47334182262420654,0,0
-0.4618834853172302,0,0
-0.21397840976715088,0,0
-0.04462438076734543,0,0
0.2960769236087799,0,0
0.5163115859031677,0,0
0.6323882341384888,0,0
0.02434184029698372,0,0
0.3205474317073822,0,0
0.28457409143447876,0,0
0.23017466068267822,0,0
0.12293358892202377,0,0
0.029630806297063828,0,0
-0.10851089656352997,0,0
-0.2676706910133362,0,0
-0.3694736957550049,0,0
-0.34333333373069763,0,0
-0.1223466545343399,0,0
-0.0071733612567186356,0,0
-0.006874026730656624,0,0
-0.011972522363066673,0,0
-0.007738204672932625,0,0
-0.008855076506733894,0,0
-0.006963789463043213,0,0
-0.0078289695084095,0,0
-0.006763767451047897,0,0
-0.007342545315623283,0,0
-0.007270565256476402,0,0
-0.0068234894424676895,0,0
-0.006887182593345642,0,0
-0.006971780210733414,0,0
-0.007138343527913094,0,0
-0.005810851231217384,0,0
-0.006444808095693588,0,0
-0.00732034258544445,0,0
-0.0066228024661540985,0,0
-0.006117390468716621,0,0
-0.005617588758468628,0,0
-0.009632926434278488,0,0
-0.009067513048648834,0,0
-0.004999453201889992,0,0
-0.006058333441615105,0,0
-0.006012642756104469,0,0
-0.006041893735527992,0,0
-0.0069399382919073105,0,0
-0.0062021370977163315,0,0
-0.005217589437961578,0,0
-0.005967911332845688,0,0
-0.005685944110155106,0,0
-0.004915345460176468,0,0
-0.005042612552642822,0,0
-0.005762835964560509,0,0
