1,1,1,1,1
5.1639,0.45055,6.2195,0.29264,4.8534
1.069,0.28775,6.0583,0.21767,4.6942
1.1754,0.18664,5.9601,3.0234,0.023411
0.64308,6.2551,5.9383,5.15,4.401
6.2622,6.0085,0.3023,5.3856,5.7181
5.4732,1.0903,0.63266,0.10723,5.7094
6.063,4.7596,0.51858,0.011402,0.45688
3.377,0.17317,0.32907,6.0982,0.027871
5.9343,1.3158,0.22278,5.9886,1.4529
0.055194,0.83541,0.062719,5.9168,5.2845
5.9862,0.22053,6.0614,0.010243,5.1234
5.2795,5.7548,0.40471,0.62751,6.1779
1.649,5.565,3.6302,0.57167,0.083909
5.5386,1.8852,5.5561,0.38289,6.1528
3.1396,5.3926,1.4487,0.25693,6.0223
0.84014,0.13958,1.0153,0.13429,5.9369
0.75657,6.1092,0.4412,6.1613,6.0638
0.69576,5.5668,6.0095,6.2153,0.51739
0.82423,2.8017,5.3774,2.2325,0.60982
0.85434,0.39649,0.3755,5.1639,0.45055
0.85863,4.2701,4.8508,1.069,0.28775
1.0902,0.92155,0.0048912,1.1754,0.18664
1.2411,0.7629,6.223,0.64308,6.2551
1.4197,0.71775,5.806,6.2622,6.0085
1.3014,0.77254,4.0118,5.4732,1.0903
5.7396,0.84122,1.5343,6.063,4.7596
3.6867,0.84454,4.3944,3.377,0.17317
1.5007,1.0165,2.0234,5.9343,1.3158
5.843,1.1815,0.78904,0.055194,0.83541
5.9006,1.365,0.73973,5.9862,0.22053
0.013704,1.5169,0.72972,5.2795,5.7548
0.21918,0.10927,0.82883,1.649,5.565
0.39477,4.4582,0.85804,5.5386,1.8852
0.045029,2.2038,0.9267,3.1396,5.3926
4.9445,6.2658,1.1315,0.84014,0.13958
0.10042,5.8168,1.3051,0.75657,6.1092
5.7955,6.1679,1.4744,0.69576,5.5668
5.8179,0.17393,0.82817,0.82423,2.8017
5.887,0.31489,5.1204,0.85434,0.39649
5.9562,0.4126,2.9091,0.85863,4.2701
6.0254,4.8184,0.72913,1.0902,0.92155
6.0946,0.060526,5.7251,1.2411,0.7629
6.1638,5.9226,6.0285,1.4197,0.71775
6.2329,5.7948,0.09925,1.3014,0.77254
0.018934,5.864,0.26617,5.7396,0.84122
0.088115,5.9332,0.47464,3.6867,0.84454
0.1573,6.0023,5.6551,1.5007,1.0165
0.22648,6.0715,5.5431,5.843,1.1815
