1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.9765,0.66665,5.6018,5.7426,5.3697,0.31938,0.70618,0.44562,0.20728,1.0939,0.86578,0.39485,0.050274,6.0725,0.68429
5.9704,0.61749,5.6864,5.7492,5.5335,5.8822,0.8979,0.4053,0.12575,1.0991,0.89959,0.34268,0.036786,6.0831,0.27555
5.9887,0.54674,6.173,5.6712,5.7021,5.3347,0.90657,0.39506,0.17176,1.143,0.93135,0.37848,0.093275,6.2252,6.1694
6.0367,0.17732,0.4315,5.615,5.7409,5.3,0.82114,0.43498,0.2239,1.0887,1.0209,0.6242,0.31792,0.035253,6.1848
6.0932,6.0826,0.75574,5.6058,5.7354,5.3489,0.7487,0.44675,0.31212,0.72068,1.1414,0.90542,0.41122,0.032801,6.146
6.1432,5.9785,0.68406,5.6028,5.7327,5.353,0.5595,0.63403,0.41224,0.30899,1.1231,0.8692,0.41224,0.045369,6.0909
6.1126,5.9724,0.63183,5.616,5.7611,5.4713,6.1223,0.85048,0.44214,0.12575,1.0819,0.88832,0.36007,0.045982,6.0576
6.0482,5.9785,0.59804,5.9925,5.6972,5.6579,5.4596,0.91853,0.38176,0.15642,1.1336,0.92145,0.35189,0.046419,6.1778
5.9746,6.0178,0.31483,0.25094,5.6264,5.7365,5.2837,0.85292,0.42168,0.20448,1.1385,0.98075,0.51464,0.24304,0.020484
5.9092,6.0744,6.1855,0.72013,5.6079,5.7385,5.3326,0.75758,0.43293,0.27874,0.85791,1.1013,0.84331,0.40201,0.032187
5.8695,6.1288,5.9911,0.70147,5.6038,5.7293,5.3591,0.70727,0.56188,0.37887,0.44622,1.1524,0.8873,0.42077,0.040464
5.7233,6.134,5.9745,0.64924,5.6062,5.7589,5.4091,0.079255,0.77833,0.45558,0.14109,1.0802,0.87705,0.37746,0.050478
5.5142,6.0696,5.9724,0.60623,5.8119,5.7232,5.5957,5.6421,0.92058,0.38517,0.14109,1.1164,0.91086,0.33995,0.027589
5.38,6.0007,6.0018,0.45234,0.070386,5.6451,5.7283,5.2952,0.8847,0.40837,0.1871,1.1447,0.95089,0.43273,0.16816
5.2231,5.9268,6.0555,0.039814,0.61205,5.6109,5.7416,5.3163,0.78936,0.43873,0.24934,0.99515,1.0611,0.73375,0.37091
5.1948,5.8827,6.1121,6.0143,0.72536,5.6048,5.7324,5.3578,0.76271,0.48973,0.34549,0.58345,1.1585,0.92008,0.42042
5.2538,5.8075,6.1442,5.9765,0.66665,5.6018,5.7426,5.3697,0.31938,0.70618,0.44562,0.20728,1.0939,0.86578,0.39485
5.2715,5.5589,6.0911,5.9704,0.61749,5.6864,5.7492,5.5335,5.8822,0.8979,0.4053,0.12575,1.0991,0.89959,0.34268
5.3767,5.4247,6.0252,5.9887,0.54674,6.173,5.6712,5.7021,5.3347,0.90657,0.39506,0.17176,1.143,0.93135,0.37848
0.3871,5.283,5.9486,6.0367,0.17732,0.4315,5.615,5.7409,5.3,0.82114,0.43498,0.2239,1.0887,1.0209,0.6242
2.0341,5.1752,5.896,6.0932,6.0826,0.75574,5.6058,5.7354,5.3489,0.7487,0.44675,0.31212,0.72068,1.1414,0.90542
4.4489,5.2341,5.8562,6.1432,5.9785,0.68406,5.6028,5.7327,5.353,0.5595,0.63403,0.41224,0.30899,1.1231,0.8692
3.4191,5.2793,5.6286,6.1126,5.9724,0.63183,5.616,5.7611,5.4713,6.1223,0.85048,0.44214,0.12575,1.0819,0.88832
2.3834,5.2285,5.4695,6.0482,5.9785,0.59804,5.9925,5.6972,5.6579,5.4596,0.91853,0.38176,0.15642,1.1336,0.92145
4.5907,6.1825,5.3353,5.9746,6.0178,0.31483,0.25094,5.6264,5.7365,5.2837,0.85292,0.42168,0.20448,1.1385,0.98075
4.8957,1.3626,5.1846,5.9092,6.0744,6.1855,0.72013,5.6079,5.7385,5.3326,0.75758,0.43293,0.27874,0.85791,1.1013
4.8468,3.9283,5.2145,5.8695,6.1288,5.9911,0.70147,5.6038,5.7293,5.3591,0.70727,0.56188,0.37887,0.44622,1.1524
5.06,3.9351,5.2734,5.7233,6.134,5.9745,0.64924,5.6062,5.7589,5.4091,0.079255,0.77833,0.45558,0.14109,1.0802
5.9128,2.3869,5.25,5.5142,6.0696,5.9724,0.60623,5.8119,5.7232,5.5957,5.6421,0.92058,0.38517,0.14109,1.1164
0.4825,3.9141,5.6947,5.38,6.0007,6.0018,0.45234,0.070386,5.6451,5.7283,5.2952,0.8847,0.40837,0.1871,1.1447
4.2444,4.909,0.87487,5.2231,5.9268,6.0555,0.039814,0.61205,5.6109,5.7416,5.3163,0.78936,0.43873,0.24934,0.99515
2.066,4.869,2.8894,5.1948,5.8827,6.1121,6.0143,0.72536,5.6048,5.7324,5.3578,0.76271,0.48973,0.34549,0.58345
0.82813,4.8838,4.4512,5.2538,5.8075,6.1442,5.9765,0.66665,5.6018,5.7426,5.3697,0.31938,0.70618,0.44562,0.20728
