1,1,1,1,1
-0.082965,-0.094738,-0.10116,-0.07312,-0.047774
-0.081657,-0.091882,-0.10245,-0.07312,-0.050541
-0.081657,-0.089714,-0.1019,-0.075443,-0.050541
-0.080441,-0.089608,-0.10136,-0.084736,-0.050541
-0.075578,-0.089582,-0.10082,-0.089673,-0.05137
-0.073126,-0.089582,-0.098664,-0.093158,-0.054994
-0.071477,-0.089502,-0.097991,-0.096999,-0.059541
-0.069367,-0.088821,-0.097991,-0.10068,-0.064088
-0.066751,-0.086412,-0.097713,-0.10068,-0.069172
-0.066751,-0.084003,-0.096166,-0.10068,-0.07312
-0.066751,-0.082093,-0.09331,-0.10211,-0.07312
-0.064973,-0.081657,-0.090454,-0.10217,-0.07312
-0.059069,-0.081657,-0.089661,-0.10163,-0.08009
-0.056793,-0.07801,-0.089582,-0.10109,-0.087931
-0.054517,-0.07395,-0.089582,-0.10001,-0.091415
-0.051103,-0.072301,-0.089555,-0.097991,-0.0949
-0.050154,-0.070652,-0.08945,-0.097991,-0.099454
-0.050154,-0.067623,-0.087616,-0.097991,-0.10068
-0.050154,-0.066751,-0.085207,-0.097158,-0.10068
-0.047653,-0.066751,-0.082965,-0.094738,-0.10116
-0.043761,-0.066751,-0.081657,-0.091882,-0.10245
-0.039685,-0.061416,-0.081657,-0.089714,-0.1019
-0.035608,-0.057931,-0.080441,-0.089608,-0.10136
-0.031809,-0.055655,-0.075578,-0.089582,-0.10082
-0.02903,-0.053,-0.073126,-0.089582,-0.098664
-0.02903,-0.050154,-0.071477,-0.089502,-0.097991
-0.028187,-0.050154,-0.069367,-0.088821,-0.097991
-0.024817,-0.050154,-0.066751,-0.086412,-0.097713
-0.021036,-0.049321,-0.066751,-0.084003,-0.096166
-0.017118,-0.0458,-0.066751,-0.082093,-0.09331
-0.013034,-0.041723,-0.064973,-0.081657,-0.090454
-0.0095984,-0.037646,-0.059069,-0.081657,-0.089661
-0.0095984,-0.033662,-0.056793,-0.07801,-0.089582
-0.0095984,-0.029956,-0.054517,-0.07395,-0.089582
-0.0094665,-0.02903,-0.051103,-0.072301,-0.089555
-0.0089391,-0.02903,-0.050154,-0.070652,-0.08945
-0.0075255,-0.026502,-0.050154,-0.067623,-0.087616
-0.0058166,-0.022995,-0.050154,-0.066751,-0.085207
-0.0041657,-0.019077,-0.047653,-0.066751,-0.082965
-0.0026888,-0.015159,-0.043761,-0.066751,-0.081657
-0.0023196,-0.010744,-0.039685,-0.061416,-0.081657
-0.0023196,-0.0095984,-0.035608,-0.057931,-0.080441
-0.0018434,-0.0095984,-0.031809,-0.055655,-0.075578
6.1585e-05,-0.0095984,-0.02903,-0.053,-0.073126
0.0013951,-0.0092028,-0.02903,-0.050154,-0.071477
0.002538,-0.00838,-0.028187,-0.050154,-0.069367
0.0043081,-0.006671,-0.024817,-0.050154,-0.066751
0.0070465,-0.0049621,-0.021036,-0.049321,-0.066751
0.0070465,-0.0034273,-0.017118,-0.0458,-0.066751
0.0070465,-0.0023196,-0.013034,-0.041723,-0.064973
0.0079163,-0.0023196,-0.0095984,-0.037646,-0.059069
0.0092131,-0.0023196,-0.0095984,-0.033662,-0.056793
0.010921,-0.0008909,-0.0095984,-0.029956,-0.054517
0.012629,0.00082357,-0.0094665,-0.02903,-0.051103
0.014361,0.0019666,-0.0089391,-0.02903,-0.050154
0.014796,0.0031095,-0.0075255,-0.026502,-0.050154
0.014796,0.0061337,-0.0058166,-0.022995,-0.050154
0.014796,0.0070465,-0.0041657,-0.019077,-0.047653
0.015743,0.0070465,-0.0026888,-0.015159,-0.043761
0.016817,0.0073364,-0.0023196,-0.010744,-0.039685
0.017827,0.0084962,-0.0023196,-0.0095984,-0.035608
0.018848,0.010067,-0.0018434,-0.0095984,-0.031809
0.019901,0.011775,6.1585e-05,-0.0095984,-0.02903
0.020164,0.013491,0.0013951,-0.0092028,-0.02903
0.020164,0.014796,0.002538,-0.00838,-0.028187
0.020916,0.014796,0.0043081,-0.006671,-0.024817
0.023443,0.014796,0.0070465,-0.0049621,-0.021036
0.02452,0.015112,0.0070465,-0.0034273,-0.017118
0.025597,0.016311,0.0070465,-0.0023196,-0.013034
0.026342,0.017322,0.0079163,-0.0023196,-0.0095984
0.0265,0.018333,0.0092131,-0.0023196,-0.0095984
0.0265,0.019375,0.010921,-0.0008909,-0.0095984
0.0265,0.020164,0.012629,0.00082357,-0.0094665
0.025907,0.020164,0.014361,0.0019666,-0.0089391
0.026421,0.020164,0.014796,0.0031095,-0.0075255
0.027371,0.022421,0.014796,0.0061337,-0.0058166
0.028321,0.023982,0.014796,0.0070465,-0.0041657
0.030339,0.025059,0.015743,0.0070465,-0.0026888
0.030933,0.026025,0.016817,0.0073364,-0.0023196
0.030933,0.0265,0.017827,0.0084962,-0.0023196
0.030933,0.0265,0.018848,0.010067,-0.0018434
0.030949,0.0265,0.019901,0.011775,6.1585e-05
0.031012,0.026302,0.020164,0.013491,0.0013951
0.031076,0.025946,0.020164,0.014796,0.002538
0.027522,0.026896,0.020916,0.014796,0.0043081
0.026332,0.027846,0.023443,0.014796,0.0070465
0.026332,0.029152,0.02452,0.015112,0.0070465
0.026332,0.030933,0.025597,0.016311,0.0070465
0.02966,0.030933,0.026342,0.017322,0.0079163
0.030889,0.030933,0.0265,0.018333,0.0092131
0.031047,0.030933,0.0265,0.019375,0.010921
0.031206,0.030981,0.0265,0.020164,0.012629
0.028947,0.031044,0.025907,0.020164,0.014361
0.026649,0.029902,0.026421,0.020164,0.014796
0.026649,0.026332,0.027371,0.022421,0.014796
0.026649,0.026332,0.028321,0.023982,0.014796
0.026054,0.026332,0.030339,0.025059,0.015743
0.02431,0.027441,0.030933,0.026025,0.016817
0.022248,0.030809,0.030933,0.0265,0.017827
0.020187,0.030968,0.030933,0.0265,0.018848
0.017412,0.031126,0.030949,0.0265,0.019901
0.016659,0.030479,0.031012,0.026302,0.020164
0.016659,0.027415,0.031076,0.025946,0.020164
0.016777,0.026649,0.027522,0.026896,0.020916
0.016512,0.026649,0.026332,0.027846,0.023443
0.014028,0.026451,0.026332,0.029152,0.02452
0.011544,0.025341,0.026332,0.030933,0.025597
0.0090604,0.023279,0.02966,0.030933,0.026342
0.0084394,0.021218,0.030889,0.030933,0.0265
0.0084394,0.018918,0.031047,0.030933,0.0265
0.0081059,0.016659,0.031206,0.030981,0.0265
0.0067717,0.016659,0.028947,0.031044,0.025907
0.0054375,0.016659,0.026649,0.029902,0.026421
0.0003389,0.017014,0.026649,0.026332,0.027371
-0.0027186,0.01527,0.026649,0.026332,0.028321
-0.0046776,0.012786,0.026054,0.026332,0.030339
-0.0066365,0.010302,0.02431,0.027441,0.030933
-0.0071263,0.0084394,0.022248,0.030809,0.030933
-0.0078056,0.0084394,0.020187,0.030968,0.030933
-0.010523,0.0084394,0.017412,0.031126,0.030949
-0.01324,0.0074388,0.016659,0.030479,0.031012
-0.015223,0.0061046,0.016659,0.027415,0.031076
-0.019354,0.0035156,0.016777,0.026649,0.027522
-0.024283,-0.0017392,0.016512,0.026649,0.026332
-0.027979,-0.0036981,0.014028,0.026451,0.026332
-0.027979,-0.0056571,0.011544,0.025341,0.026332
-0.027979,-0.0071263,0.0090604,0.023279,0.02966
-0.029839,-0.0071263,0.0084394,0.021218,0.030889
-0.032318,-0.0091642,0.0084394,0.018918,0.031047
-0.034796,-0.011881,0.0081059,0.016659,0.031206
-0.041113,-0.014354,0.0067717,0.016659,0.028947
-0.043011,-0.016889,0.0054375,0.016659,0.026649
-0.043011,-0.021818,0.0003389,0.017014,0.026649
-0.04198,-0.026747,-0.0027186,0.01527,0.026649
-0.03936,-0.027979,-0.0046776,0.012786,0.026054
-0.041265,-0.027979,-0.0066365,0.010302,0.02431
-0.04317,-0.028599,-0.0071263,0.0084394,0.022248
-0.044996,-0.031078,-0.0078056,0.0084394,0.020187
-0.046345,-0.033557,-0.010523,0.0084394,0.017412
-0.046345,-0.037315,-0.01324,0.0074388,0.016659
-0.046345,-0.043011,-0.015223,0.0061046,0.016659
-0.048875,-0.043011,-0.019354,0.0035156,0.016777
-0.052323,-0.043011,-0.024283,-0.0017392,0.016512
-0.055992,-0.039916,-0.027979,-0.0036981,0.014028
-0.059661,-0.040313,-0.027979,-0.0056571,0.011544
-0.061053,-0.042218,-0.027979,-0.0071263,0.0090604
-0.061527,-0.044096,-0.029839,-0.0071263,0.0084394
-0.061527,-0.045895,-0.032318,-0.0091642,0.0084394
-0.061527,-0.046345,-0.034796,-0.011881,0.0081059
-0.062948,-0.046345,-0.041113,-0.014354,0.0067717
