1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.9499,0.21906,4.4638,5.0373,5.7997,0.14377,0.083879,0.14454,1.5366,2.5304,4.0714,3.222,5.8928,3.7991,3.5269
4.9326,0.23745,4.2637,5.7026,5.6758,0.15451,0.18026,0.075959,1.152,2.5763,3.9913,2.9925,5.3503,3.778,4.7609
4.7097,0.25583,4.2868,0.084713,5.1192,0.16524,0.27665,0.015925,0.76744,2.6221,3.9987,3.8672,4.8077,3.7569,5.688
4.4868,0.17416,4.3099,0.58293,4.5626,0.17598,0.30337,6.2647,0.47469,2.668,3.9092,5.1098,4.2651,3.7358,5.6941
4.2639,6.0755,4.333,0.57986,4.006,0.13307,0.30688,6.2303,0.4575,2.7139,3.5291,5.9562,4.1549,3.7147,5.7002
4.041,5.6937,4.7401,0.57679,3.8681,6.2124,0.31039,6.204,0.4403,2.7483,3.149,5.6135,4.1887,3.4372,5.5491
3.8181,5.3119,5.2752,0.57372,3.8699,6.0086,0.30074,6.202,0.38457,2.7789,2.7689,5.2708,4.0251,2.3906,4.9262
3.8236,4.9301,5.8103,0.35406,3.8716,5.8047,0.25161,6.1999,0.31599,2.4981,2.4853,4.9281,3.7956,1.344,4.3033
3.9052,4.873,0.0623,5.7679,4.0393,5.7691,0.20249,6.2225,0.24741,2.1135,2.4914,4.5855,3.5662,0.42348,3.8308
3.9867,4.9243,0.20987,4.8985,4.7046,5.7895,0.15337,0.035687,0.17883,1.7289,2.5075,4.2428,3.3367,6.1641,3.8097
4.096,4.9756,0.22825,4.2522,5.3699,5.8099,0.14914,0.13207,0.11025,1.3443,2.5534,3.9876,3.1072,5.6215,3.7886
4.2144,4.8212,0.24664,4.2753,6.0352,5.3975,0.15987,0.22845,0.041669,0.95974,2.5992,3.995,3.2458,5.079,3.7674
4.3329,4.5983,0.26502,4.2983,0.41737,4.8409,0.17061,0.30162,6.2819,0.57514,2.6451,4.0024,4.4885,4.5364,3.7463
4.4513,4.3754,6.2664,4.3214,0.5814,4.2843,0.18134,0.30513,6.2475,0.46609,2.6909,3.7191,5.7312,4.1379,3.7252
4.5698,4.1525,5.8846,4.4725,0.57833,3.8673,0.031148,0.30863,6.2131,0.4489,2.733,3.339,5.7848,4.1718,3.7041
4.6361,3.9296,5.5028,5.0076,0.57525,3.869,6.1105,0.31214,6.203,0.41886,2.7636,2.9589,5.4422,4.1398,2.9139
4.6851,3.7828,5.121,5.5428,0.57218,3.8708,5.9067,0.27617,6.2009,0.35028,2.6904,2.5788,5.0995,3.9104,1.8673
4.7341,3.8644,4.8474,6.0779,6.2026,3.8725,5.7589,0.22705,6.1989,0.2817,2.3058,2.4884,4.7568,3.6809,0.82077
4.8248,3.9459,4.8987,0.20068,5.3332,4.3719,5.7793,0.17793,6.2707,0.21312,1.9212,2.4945,4.4141,3.4514,0.1522
5.0405,4.0367,4.9499,0.21906,4.4638,5.0373,5.7997,0.14377,0.083879,0.14454,1.5366,2.5304,4.0714,3.222,5.8928
