x,y,z
0.0005448292940855026,0,0
-0.0003892919048666954,0,0
-0.0003345012664794922,0,0
0.00018248148262500763,0,0
0.0007819123566150665,0,0
-0.00010628905147314072,0,0
-0.0008861636742949486,0,0
-6.527360528707504e-05,0,0
-0.0004953602328896523,0,0
-0.00043751299381256104,0,0
0.0002872040495276451,0,0
-0.00014911312609910965,0,0
-0.0009748386219143867,0,0
8.95848497748375e-05,0,0
0.00020985491573810577,0,0
7.5572170317173e-05,0,0
-0.0004380093887448311,0,0
-0.0008860966190695763,0,0
5.923490971326828e-05,0,0
-0.0003101881593465805,0,0
0.00011282507330179214,0,0
-8.017942309379578e-05,0,0
-0.00036751944571733475,0,0
-0.00046203192323446274,0,0
-0.0005712928250432014,0,0
0.00031128711998462677,0,0
0.0003528306260704994,0,0
-0.00042083021253347397,0,0
-5.513150244951248e-05,0,0
0.0005064895376563072,0,0
-0.0005740625783801079,0,0
-0.00019804667681455612,0,0
-0.00044003594666719437,0,0
-0.0001126294955611229,0,0
0.0003891587257385254,0,0
-0.00044706370681524277,0,0
-0.0002951333299279213,0,0
-0.00012277346104383469,0,0
-0.0004470609128475189,0,0
0.0003038747236132622,0,0
0.0003972155973315239,0,0
-0.0005686134099960327,0,0
-0.0005919169634580612,0,0
-0.0005479771643877029,0,0
-1.8170103430747986e-06,0,0
0.0001134304329752922,0,0
-0.000360230915248394,0,0
-9.904243052005768e-05,0,0
-0.00017602555453777313,0,0
0.0004392685368657112,0,0
-0.00037002936005592346,0,0
-0.0001759631559252739,0,0
0.00033934786915779114,0,0
-0.00031892675906419754,0,0
0.0004182858392596245,0,0
2.4228356778621674e-05,0,0
-0.0005268566310405731,0,0
-0.00015173107385635376,0,0
-0.0003980714827775955,0,0
-0.00010633189231157303,0,0
-0.0005499226972460747,0,0
0.00020824745297431946,0,0
-0.00024316459894180298,0,0
-0.0006471592932939529,0,0
-0.0008216975256800652,0,0
-0.00033165421336889267,0,0
-0.0006028031930327415,0,0
0.0005944455042481422,0,0
-0.00043208803981542587,0,0
0.00032959412783384323,0,0
-7.780082523822784e-05,0,0
-0.00029952265322208405,0,0
0.00021513458341360092,0,0
-0.00027745310217142105,0,0
-0.0003550909459590912,0,0
-0.0005125235766172409,0,0
-0.0011013513430953026,0,0
-0.0002162167802453041,0,0
-0.0011374931782484055,0,0
-0.00041621364653110504,0,0
-0.0025316858664155006,0,0
-0.15865667164325714,0,0
-0.2127317637205124,0,0
-0.232991561293602,0,0
-0.16799987852573395,0,0
-0.0949094295501709,0,0
-0.058251552283763885,0,0
-0.05809544771909714,0,0
0.05691714584827423,0,0
0.052361197769641876,0,0
0.1997547149658203,0,0
0.4903210699558258,0,0
-0.0331415981054306,0,0
0.3403744101524353,0,0
0.3078659176826477,0,0
0.21783442795276642,0,0
0.12821605801582336,0,0
0.022576190531253815,0,0
-0.04979737102985382,0,0
-0.10995654761791229,0,0
-0.14238087832927704,0,0
-0.2361011654138565,0,0
-0.2928624153137207,0,0
-0.003506585955619812,0,0
-0.22282695770263672,0,0
-0.15018552541732788,0,0
-0.19504395127296448,0,0
-0.23822592198848724,0,0
-0.11738570034503937,0,0
-0.0881795883178711,0,0
0.046828024089336395,0,0
0.06132140010595322,0,0
0.2101944535970688,0,0
0.331490695476532,0,0
0.4165670573711395,0,0
-0.0014087855815887451,0,0
0.3757718801498413,0,0
0.2448112964630127,0,0
0.24383102357387543,0,0
0.1239679828286171,0,0
0.04600559175014496,0,0
-0.04694131016731262,0,0
-0.08190619945526123,0,0
-0.10375534743070602,0,0
-0.07849334925413132,0,0
-0.14390277862548828,0,0
-0.16333867609500885,0,0
-0.3379998803138733,0,0
-0.03544551134109497,0,0
-0.22110818326473236,0,0
-0.2497674822807312,0,0
-0.1857149749994278,0,0
-0.14872458577156067,0,0
-0.06340144574642181,0,0
-0.01950923353433609,0,0
-0.03733581304550171,0,0
0.12075963616371155,0,0
0.20436322689056396,0,0
0.31841954588890076,0,0
0.42360812425613403,0,0
