E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.75,-50,0.012271846
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.645049299
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-49.5,6.031612458
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.620505607
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-50,6.117515382
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-50.5,6.117515382
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.694136685
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-39.5,5.638913376
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-50.5,6.025476535
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-50,5.951845457
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.638913376
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.75,-38.5,0.404970928
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.75,-51,0.969475858
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.75,-38.5,0.374291312
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.75,-50.5,0.785398163
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.75,-51,0.822213702
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.75,-38.5,0.398835005
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.75,-51,0.877437011
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.75,-39,0.423378697
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.75,-50.5,0.742446701
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.75,-38.5,0.404970928
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.25,-50,0.957204012
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.25,-38.5,0.576776776
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.25,-39,0.56450493
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.25,-50.5,0.865165164
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.25,-38.5,0.576776776
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.25,-51,1.024699166
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.25,-50.5,0.91425255
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.25,-38.5,0.576776776
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.25,-38.5,0.503145698
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.25,-50,0.834485549
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.25,-39.5,5.927301764
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.25,-51,6.264777538
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.25,-39.5,5.890486225
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.25,-50.5,6.227961999
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.25,-50,6.252505691
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.25,-39.5,5.902758072
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.25,-50.5,6.270913461
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.25,-39.5,5.896622149
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.25,-39,5.878214379
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.25,-50,0.024543693
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,924.75,-39.5,6.062292074
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,924.75,-50,0.202485464
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,924.75,-39.5,6.080699843
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,924.75,-51,0.276116542
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,924.75,-39.5,6.068427997
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,924.75,-50,0.227029157
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,924.75,-39.5,6.056156151
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,924.75,-50.5,0.380427235
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.75,-40.5,5.240078371
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.75,-50,5.62664153
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.75,-40.5,5.252350218
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.75,-50.5,5.638913376
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.75,-40,5.215534679
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.75,-49.5,5.522330836
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.75,-50.5,5.645049299
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.75,-40,5.215534679
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.75,-49.5,5.688000761
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.75,-40.5,5.209398756
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,923.25,-50.5,0.60438843
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.25,-39,0.211689349
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.25,-39,0.251572849
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,923.25,-50,0.668815624
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.25,-39,0.227029157
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,923.25,-50.5,0.724038932
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,923.25,-50.5,0.570640853
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.25,-39,0.23316508
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.75,-40.5,5.51005899
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.75,-50,5.829126994
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.75,-50.5,5.853670687
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.75,-40.5,5.522330836
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.75,-50,6.080699843
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.75,-40.5,5.460971605
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.75,-40.5,5.497787144
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.75,-50.5,5.927301764
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.75,-40.5,5.52846676
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.75,-50.5,6.019340612
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,923.75,-50,0.46633016
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.75,-39,0.092038847
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.75,-39.5,0.122718463
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,923.75,-50,0.319068004
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,923.75,-50.5,0.582912699
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.75,-39,0.055223308
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.75,-39.5,0.067495155
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,923.75,-50.5,0.478602006
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,923.75,-39.5,0.073631078
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.25,-49.5,5.780039609
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.25,-50,5.884350302
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.25,-40.5,5.307573526
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.25,-49.5,5.688000761
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.25,-40.5,5.283029833
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.25,-40.5,5.387340527
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.25,-50,5.85980661
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.25,-40.5,5.362796834
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.25,-49.5,5.773903686
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,927.25,-40.5,5.289165757
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,927.25,-50,5.786175532
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,924.25,-39.5,6.19114646
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,924.25,-50,0.227029157
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,924.25,-40,6.203418306
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,924.25,-50.5,0.343611696
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,924.25,-39.5,6.252505691
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,924.25,-49.5,0.153398079
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,924.25,-39.5,6.19114646
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,924.25,-50,0.34974762
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.75,-50.5,6.111379459
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.75,-39.5,5.74322407
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.75,-39.5,5.749359993
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.75,-50,6.258641615
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.75,-40,5.767767762
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.75,-50,6.129787228
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.75,-39.5,5.730952224
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.75,-50.5,0.049087385
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,925.75,-50.5,6.258641615
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,925.75,-39.5,5.718680377
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-50,6.050020227
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.651185223
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.62664153
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-50.5,6.111379459
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.657321146
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-50,6.178874614
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.602097837
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,926.25,-50.5,6.17273869
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,926.25,-40,5.620505607
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.75,-50.5,0.687223393
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.75,-39,0.380427235
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.75,-50,0.699495239
E200 9366 C6B6 1231 9071 BC48,1.55918E+15,922.75,-39,0.429514621
E200 9366 C6B6 8171 9071 BE05,1.55918E+15,922.75,-50,0.766990394
