E200 9366 C6B6 1231 9071 BC48	1.55884E+15	924.75	-52.5	3.779728661
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	924.75	-55.5	5.418020143
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	924.75	-52.5	4.196971436
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	924.75	-56	4.522175363
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	924.75	-53	3.939262663
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	924.75	-56	3.577243197
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	924.75	-53	4.38104913
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	924.75	-53	4.356505438
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	927.75	-59.5	5.933437688
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	927.75	-54	3.27044704
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	927.75	-57.5	5.804583301
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	927.75	-56	3.638602429
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	927.75	-59.5	4.577398671
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	927.75	-61.5	3.804272354
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	923.25	-59.5	5.313709449
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	923.25	-61	2.178252719
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	923.25	-61.5	1.429670094
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	926.75	-60	0.944932165
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	926.75	-61	1.34376717
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	926.75	-58.5	5.074408446
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	926.75	-61.5	4.485359824
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	926.75	-57	1.957359485
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	926.75	-60.5	1.300815708
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	923.75	-55.5	3.841087893
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	923.75	-60.5	5.27689391
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	923.75	-56.5	3.110913038
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	923.75	-60	5.27689391
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	923.75	-54.5	3.83495197
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	923.75	-59	5.215534679
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	923.75	-54.5	3.657010198
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	923.75	-59	5.203262833
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	923.75	-54.5	4.184699589
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	923.75	-56.5	5.233942448
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	923.75	-55.5	3.742913122
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	927.25	-57	4.120272396
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	927.25	-55.5	3.018874191
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	927.25	-57	0.871301088
E200 9366 C6B6 8171 9071 BE05	1.55884E+15	927.25	-56	2.840932419
E200 9366 C6B6 1231 9071 BC48	1.55884E+15	927.25	-57	0.828349625
