E200 9366 C6B6 8171 9071 BE05,1.55909E+15,924.75,-39.5,1.073786552
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,924.75,-40,1.024699166
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,924.75,-40,1.061514705
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,924.75,-39,1.086058398
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,924.75,-39,1.098330244
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,924.75,-40,1.036971013
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,924.75,-40,1.061514705
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,924.75,-39,1.086058398
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,927.75,-40,0.257708772
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,927.75,-40,0.208621387
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,927.75,-40.5,0.294524311
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,927.75,-40,0.269980619
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,927.75,-40,0.312932081
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,927.75,-40.5,0.227029157
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,927.75,-40,0.257708772
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,927.75,-40,0.227029157
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,927.75,-40,0.282252465
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,927.75,-40,0.263844696
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.25,-39,1.527844865
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.25,-40,1.475689518
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.25,-39,1.564660404
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.25,-40.5,1.497165249
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.25,-40.5,1.497165249
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.25,-39,1.570796327
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.25,-39,1.540116711
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.25,-40,1.509437095
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,926.75,-40,0.527689391
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,926.75,-40,0.54609716
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,926.75,-40.5,0.552233084
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,926.75,-39.5,0.607456392
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,926.75,-40.5,0.539961237
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,926.75,-40,0.582912699
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,926.75,-40.5,0.582912699
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,926.75,-39.5,0.56450493
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,926.75,-40,0.607456392
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,926.75,-40,0.576776776
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.75,-39,1.441941941
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.75,-40,1.392854555
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.75,-39,1.374446786
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.75,-40,1.386718632
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.75,-40,1.392854555
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.75,-39,1.386718632
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.75,-39,1.405126402
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.75,-39.5,1.386718632
E200 9366 C6B6 8171 9071 BE05,1.55909E+15,923.75,-39.5,1.386718632
E200 9366 C6B6 1231 9071 BC48,1.55909E+15,923.75,-40,1.398990479
